,cluster,churn_proba,segment,strategy
54453,1,0.52874875,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61584,1,0.2712535,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53057,1,0.1919866,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65210,1,0.5145253,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55004,2,0.71281177,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65248,2,0.17334731,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61240,1,0.4276425,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53066,2,0.3297561,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53087,2,0.44951943,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30910,2,0.15820357,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51928,2,0.5935339,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59606,2,0.3417963,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51172,1,0.25716367,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67030,2,0.49535844,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68362,2,0.5233079,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70066,2,0.04569775,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52746,2,0.380907,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
71005,2,0.38090423,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53772,2,0.6494939,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51507,2,0.20060648,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60022,1,0.37788075,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61053,2,0.4608477,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60856,2,0.33708873,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60894,1,0.46409437,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67186,1,0.16972768,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64785,2,0.421389,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54071,1,0.18927078,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65819,2,0.42873332,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69905,1,0.33905542,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67193,1,0.3678422,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53085,2,0.5074565,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53289,1,0.23561801,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53635,1,0.18224308,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56151,1,0.3507271,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63502,1,0.3491941,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66552,1,0.37052575,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62209,2,0.51077,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58592,0,0.40281826,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
60609,1,0.5367803,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69223,1,0.28791317,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52907,1,0.2955741,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68978,2,0.37381056,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62642,1,0.2969426,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54274,1,0.41372335,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67792,0,0.4823774,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
70956,1,0.59288496,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66991,1,0.12926789,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67476,1,0.2715253,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65439,2,0.46287665,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57421,1,0.3842513,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64791,1,0.37710008,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30848,2,0.6340244,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65150,2,0.4398475,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64153,1,0.2848905,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67158,2,0.53890383,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57389,1,0.34720868,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69413,1,0.16023304,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61313,0,0.47653675,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
52472,2,0.3587729,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57997,1,0.4802994,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66578,2,0.48751652,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69054,1,0.098623574,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64783,0,0.6092036,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
55576,2,0.40249583,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69152,1,0.48713484,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57765,1,0.21074542,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60944,1,0.273186,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56371,0,0.57391244,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
66463,1,0.21039101,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51246,2,0.4850777,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51898,0,0.18583997,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
66779,1,0.41808134,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69059,2,0.15090474,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67365,1,0.50391203,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60649,1,0.3431108,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58230,2,0.29756287,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56947,1,0.33668974,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52355,1,0.24835996,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64500,2,0.25599813,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53110,1,0.3816072,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59245,1,0.53091013,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55169,0,0.4952552,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
66027,1,0.27592033,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62794,2,0.4445581,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60937,1,0.6581788,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69559,1,0.26044044,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58600,1,0.30666798,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70456,2,0.13895948,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58726,1,0.40756026,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55545,1,0.4149914,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68444,1,0.5215486,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67545,1,0.35209066,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65513,1,0.13426106,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62978,2,0.41458097,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64645,2,0.2720035,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69509,1,0.43164444,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64583,2,0.2893827,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60541,1,0.49454105,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55410,1,0.2375304,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68048,1,0.3042159,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66252,2,0.5383974,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51849,1,0.408202,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62911,2,0.5587673,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
